epoch	loss_total	loss_classifier	loss_box_reg	loss_objectness	loss_rpn_box_reg	lr
0	0.20534684385776988	0.10001243556546532	0.05051501260643143	0.03279368089368886	0.022025714861571965	0.005
1	0.1601996515668603	0.08447503444094487	0.04951967712478949	0.009730407478441894	0.016474532489593987	0.005
2	0.15241864478699296	0.08350298235309024	0.04774880081243268	0.007360506843716989	0.013806354950804393	0.005
3	0.14336820444202797	0.08079798892871913	0.045079506476486085	0.004804605441138804	0.0126861036273024	0.005
4	0.13456491918783592	0.07633602391484033	0.042492457738198305	0.0037415587527385493	0.01199487868957514	0.005
5	0.12252960553430259	0.06846985192745413	0.03901647054990338	0.0032362109422060777	0.011807072043972557	0.005
6	0.11441361314352377	0.06449370753892392	0.0360258812026272	0.0031677803735271717	0.010726243945041642	0.005
7	0.11341729553331331	0.06265138768237569	0.03623493210717516	0.0035420617331821786	0.010988914153613397	0.005
8	0.10895727822263568	0.061258694532825245	0.034776093566284555	0.002694289387082537	0.01022820078424248	0.005
9	0.09898195902382151	0.054708854650560114	0.03222310635872518	0.0021334256670573998	0.009916572274412058	0.005
10	0.09548625238075172	0.05321325167143058	0.03057858964431049	0.0020174061056107274	0.009677004941661875	0.005
11	0.09081219360561539	0.050089249792465346	0.029173263301089897	0.0020622798860842105	0.00948740067415371	0.005
12	0.09649605278216511	0.051411718199606556	0.030548177226083092	0.0044943452771368676	0.010041812112921584	0.005
13	0.08588051836010459	0.047604498506931034	0.027189950557004076	0.002059131975490993	0.009026937285816744	0.005
14	0.08350836350657978	0.045876147141373794	0.026722662825005704	0.0018828135603230958	0.009026740104607894	0.005
15	0.078679650417535	0.04295527742088397	0.025310725821104406	0.0015705714857785654	0.008843075661546476	0.005
16	0.07775711782448538	0.042764156666357085	0.024670931488681526	0.0016456236828566737	0.008676405996598567	0.005
17	0.06907349328748666	0.03664087030989066	0.022756539570477644	0.0014521890056863492	0.008223894500094989	0.005
18	0.07561375804256446	0.04087428927694063	0.024213504077748714	0.002036856306898195	0.008489108437427197	0.005
19	0.07388169375039312	0.03942886889154602	0.02435856701730292	0.001703453264352646	0.008390804615660873	0.005
20	0.07429404460189971	0.04018353026453543	0.023980662288856553	0.0018346924143596464	0.008295159416262264	0.005
21	0.06958598726386525	0.03663701063481964	0.023109603969487243	0.0016691962081261636	0.008170176259535523	0.005
22	0.06872388060676976	0.036508041858274415	0.022610408570809464	0.0014762355729247291	0.008129194538931055	0.005
23	0.06772327202906724	0.03552975088895596	0.022109039345912535	0.0018286470132390135	0.008255834786781916	0.005
24	0.07571209117287389	0.039986505095879414	0.024185004199694552	0.002991533876146054	0.008549047966392151	0.005
25	0.06381429668477516	0.03327376507432966	0.021338599134615138	0.0015117689616123541	0.007690163418512552	0.005
26	0.061433685162581526	0.03298185790660821	0.019410707252433868	0.0014110908803721663	0.007630029175063402	0.005
27	0.06675652752250477	0.03586205577127595	0.021190212798342805	0.0018444660146615893	0.00785979304377403	0.005
28	0.0609532777927761	0.03200177405080742	0.01977755665887928	0.0014260939383734371	0.007747853144058737	0.005
29	0.05955223545613143	0.031345188293092144	0.019336722195459365	0.0014402085558939545	0.007430116425848543	0.005
30	0.0635146556040807	0.03326366780665015	0.020985228042897784	0.0016861348138323396	0.007579624889922321	0.005
31	0.06449865261216227	0.03393556486136725	0.02162168635797006	0.0013634129778241017	0.007577988415683089	0.005
32	0.06341464925789635	0.03307475562394397	0.02101478142829344	0.001729555426677929	0.007595556673559986	0.005
33	0.06743431007000354	0.03507097126256764	0.022510120112752514	0.002129664072487949	0.007723554809698693	0.005
34	0.06478183514543269	0.034413700133733995	0.020321107177346375	0.002382429245501966	0.007664598641214389	0.005
35	0.05588766296975274	0.028546187901850213	0.01833603636187464	0.0015798763373332779	0.007425562468572041	0.005
36	0.057628152801467325	0.030131449598305122	0.018514895777843956	0.0016283286326875975	0.007353478677515499	0.005
37	0.05814944743235935	0.03068870602556901	0.01871942022950679	0.0014797071234347544	0.007261613887155435	0.005
38	0.05139398727992117	0.026005399820317545	0.016992028700448407	0.0012446434042815938	0.0071519153437471575	0.005
39	0.08394398310468164	0.04300549317509755	0.025510038670507214	0.006816330658225103	0.008612120484729344	0.005
40	0.06941377211894308	0.03670708350581197	0.022393140554835926	0.0025698420862459463	0.007743706308679255	0.005
41	0.06577700687774443	0.035140893753996566	0.021254825874181007	0.0017423547361504479	0.007638932619619681	0.005
42	0.06175097276693942	0.03190141814364469	0.020121927857289258	0.0020426481239580302	0.007684978753226367	0.005
43	0.05107219967210211	0.025478108954754424	0.017256758168017857	0.0011470817582527526	0.00719025081761271	0.005
44	0.04991693629036947	0.02580200803270001	0.016243335416254296	0.0010981460184286542	0.0067734468431007635	0.005
45	0.05835995380663819	0.030417153973884014	0.018668751067047136	0.001903799542218582	0.007370249274638049	0.005
46	0.05239679560954072	0.02627230966125355	0.017827441782366428	0.0012996402940535475	0.006997403935989924	0.005
47	0.05841987713930007	0.030800635710625628	0.01896545842630998	0.0015156915782530535	0.007138091492341812	0.005
48	0.06683902856315475	0.035677790343688294	0.021504266220467257	0.0020639785320703675	0.007592993498783034	0.005
49	0.05549279382296005	0.028182819160593012	0.018446187755741292	0.0015140743517256527	0.00734971250503639	0.005
50	0.05436413908156918	0.028007463200240012	0.01732049453349772	0.0020853530317786113	0.006950828325182609	0.005
51	0.07092913064262595	0.036856150534644055	0.023742790914345925	0.002419731285096483	0.007910457880235752	0.005
52	0.05535565922653991	0.028683659662645737	0.01826930983073435	0.0012666632977895113	0.007136026456612393	0.005
53	0.054622927973221554	0.02841011291323161	0.01787454842680779	0.0013547782480628865	0.006983488411347715	0.005
54	0.052099458797376236	0.027243841899431798	0.016609115082821792	0.0012437687188326166	0.007002732947616891	0.005
55	0.05369349537535251	0.0284301195395164	0.0166006161722505	0.001736383907262384	0.006926375802329279	0.005
56	0.04924024685496756	0.025166278363927416	0.01596934079303679	0.0012182010378058547	0.006886426790957565	0.005
57	0.056033285859575385	0.02937908951333913	0.017868110969723017	0.0018178192311961024	0.006968266250363107	0.005
58	0.052940673526297846	0.027646614364122038	0.01700181404181706	0.0012586998496208672	0.007033545273563252	0.005
59	0.05058700350836966	0.026147032955320344	0.016225291760094285	0.0013120662642145762	0.006902612639519317	0.005
60	0.06079539980613167	0.03157099177736275	0.019142020750008103	0.002750143703206938	0.007332243599949947	0.005
61	0.057790728895817545	0.03020584003411866	0.018711621855821314	0.0017648216814285527	0.007108445215691841	0.005
62	0.05012175445543181	0.025494857837076158	0.01619656502132505	0.001588962725706717	0.006841368893073176	0.005
63	0.04903892982635916	0.025449533475435826	0.015814479427877583	0.0011894903226455406	0.006585426566067115	0.005
64	0.0469271255017907	0.02449604125293845	0.015060233149291636	0.0010559470175511808	0.006314904092059864	0.005
65	0.047494010625806694	0.02444576924263509	0.015258171561457104	0.0012195174579073575	0.00657055244911837	0.005
66	0.05779223436938675	0.029951833885768407	0.01823579431129697	0.002101397934247098	0.007503208261434488	0.005
67	0.05286061313601323	0.027676469688685534	0.017076389566905135	0.0013685120507808954	0.00673924179222603	0.005
68	0.049431822137887944	0.025776649278002915	0.015790622279497853	0.0012722167220414937	0.006592333890364181	0.005
69	0.0491098834756738	0.025103823328230697	0.015874011285701803	0.0012032978923687111	0.006928750830172128	0.005
70	0.047740946455721946	0.0252591570652747	0.014838225147643465	0.0011943557692628848	0.006449208530393019	0.005
71	0.060015656486533994	0.0311762228787355	0.019277370855793775	0.0020994079809352525	0.007462654715669321	0.005
72	0.04864052504485781	0.02444751262385901	0.01614520436214081	0.0013252182616770214	0.006722589793112577	0.005
73	0.03803919778842338	0.01888364542250064	0.012214413510862268	0.0008914023894841154	0.006049736434190087	0.005
74	0.034543711661005	0.017393698997449938	0.010492687773327063	0.0009420453394509939	0.005715279707572641	0.005
75	0.052939170517052984	0.028549206903991625	0.01609626626339821	0.001504185682936287	0.00678951158572334	0.005
76	0.05287463638509057	0.027396088350375873	0.016706890924927442	0.0018181637306386627	0.0069534934153158545	0.005
77	0.054977241561555604	0.02896147976374774	0.017348714398241212	0.001621727967322413	0.007045319438573644	0.005
78	0.045425450540877876	0.02385999315208447	0.013921286526721777	0.001190461704128163	0.00645370918171088	0.005
79	0.04972872733393164	0.0253576980345957	0.016217510385331816	0.0013145452397704894	0.006838973538012134	0.005
80	0.04937304015590036	0.025219131372210643	0.01592342947437357	0.0014076498320945033	0.006822829505611096	0.005
81	0.05531853070289672	0.028604735853950593	0.017379141034339872	0.0023198469125690698	0.0070148068205300295	0.005
82	0.042351307076752685	0.02107428462703145	0.013592970533621995	0.0011053190013390844	0.00657873291023456	0.005
83	0.0533601975257732	0.02782969372635035	0.01689166222069418	0.001631507927907884	0.007007333658332491	0.005
84	0.046753340309772004	0.024157572882620285	0.014764949144218546	0.001247502748581308	0.006583315505023001	0.005
85	0.05804178127392607	0.030736154282742643	0.018438854132251787	0.0016972975417122128	0.007169475283843607	0.005
86	0.05240138076340883	0.02705910046496664	0.016987492027703926	0.0013539253473596473	0.007000862898921825	0.005
87	0.044900761461402046	0.022873376072080377	0.0145992845578954	0.0010555775836581605	0.006372523287866241	0.005
88	0.03437935597975142	0.01717430348341181	0.010730747678593737	0.0008046876045110265	0.005669617163822984	0.005
89	0.0640443229108727	0.03286299097640225	0.019594478949211323	0.0032064386684160402	0.008380414373764862	0.005
90	0.04039405616412692	0.0202137222595853	0.01286549058447468	0.0010680182803216815	0.006246825005990811	0.005
91	0.0335090645736611	0.01672423897022139	0.010276004445506375	0.0008146470263606636	0.005694174168313221	0.005
92	0.03465897650455633	0.017625749523115467	0.01048677004030213	0.0008289113175516838	0.005717545627684012	0.005
93	0.04967526598912597	0.026131992131859343	0.01530195783997923	0.001452731083170345	0.006788584878784776	0.005
94	0.05042284051167596	0.025524246316425095	0.016587170302478353	0.0014224319287071314	0.006888991977656456	0.005
95	0.06317841129950817	0.03410565660865022	0.019608736870774728	0.0020897291338112488	0.007374288655303612	0.005
96	0.05086950859293583	0.026466491122839348	0.016178143783241592	0.0014840853562121128	0.006740788367319035	0.005
97	0.044934229244042334	0.023213397564981857	0.0141420106940286	0.0010220983772643532	0.0065567225479453645	0.005
98	0.049692522292745483	0.0262538506263098	0.014984737882010225	0.0019123513002310244	0.006541582616640435	0.005
99	0.052190754255375914	0.027290108140464734	0.01648697402718247	0.0015737112300576999	0.006839960857585281	0.005
100	0.04378836697436573	0.022819489299625552	0.01354879302418003	0.0010072748816423425	0.006412809798857458	0.005
